"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_used_bytes","average_ram_available_bytes","avg_io_bytes_sec","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","sql_percentile_duration_25","sql_percentile_duration_50","sql_percentile_duration_75","sql_percentile_duration_90","sql_percentile_duration_95","sql_percentile_duration_99","sql_min_duration","sql_average_duration","sql_max_duration","sql_request_count"
2a2755a7c3db,"2.3544709669168267","1.1773121031921607",2,"22/07/2022, 07:29:52.572","22/07/2022, 09:28:15.822","01:58:23.2500000","489931127.46666664",,,"6.25016403743599","6.852001272339485","7.846787534266174","10.998882674721845","16396.117029020977","55658.435638888885","0.0915","2138.888015630001","63508.9459",18020,"2.117687519746963","2.23231160106093","2.4557796161779764","3.7952513160112096","11.430270082727272","58.757225","1.5923","19.560620281085296","61516.4669",18294
