test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,get_products,18471,17821,650,2.5,9.27,13.96,183.6,12.96,14.24,19.82,28.42,4.23,18.721,18.727,18.721,325.8024
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,limiter,17811,17811,0,2.5,0.14,3990.66,4015.32,3993.6,3995.65,4001.79,4007.94,63.81,0,0,0,0
