"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_used_bytes","average_ram_available_bytes","avg_io_bytes_sec","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","sql_percentile_duration_25","sql_percentile_duration_50","sql_percentile_duration_75","sql_percentile_duration_90","sql_percentile_duration_95","sql_percentile_duration_99","sql_min_duration","sql_average_duration","sql_max_duration","sql_request_count"
"SandboxHost-637943342354162538","3.350423809036507","1.6752119111342885",2,"25/07/2022, 08:29:09.256","25/07/2022, 10:30:34.381","02:01:25.1250000","750883089.0666667",,,"6.515133678346474","8.446740530325334","10.419379186414547","12.755290013049093","14.764180327922078","20.66318888888889","4.1451","9.022179464710934","142.6248",17698,"1.850667835210374","2.1331062949344304","2.6237273654436395","3.8464160098848477","4.890238542090625","7.251933333333334","0.9634","2.495600350378789","21.2232",17820
