test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,get_products,1797442,1797442,0,249.6,3.23,9.78,245.94,9.67,11.58,15.78,21.5,4.32,18.721,18.727,18.721,32860.7208
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,limiter,1797440,1797440,0,249.6,0,30.26,710.54,10.11,25.15,182.14,267.01,58.8,0,0,0,0
