test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,get_products,179776,179774,2,25,5.46,21.07,979.76,17.97,27.04,42.3,59.74,13.18,18.679,18.726,18.721,3286.6166
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,limiter,179764,179764,0,25,0,379.4,947.64,264.45,690.69,860.67,907.26,304.14,0,0,0,0
