test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,get_products,1676611,1676595,16,232.9,6.37,39.38,995.7,36.61,46.72,70.02,94.59,16.56,18.721,18.727,18.721,30651.4036
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,limiter,1676595,1676595,0,232.9,0,3.54,152.59,0.03,0.22,23.42,39.71,8.73,0,0,0,0
