"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_used_bytes","average_ram_available_bytes","avg_io_bytes_sec","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","sql_percentile_duration_25","sql_percentile_duration_50","sql_percentile_duration_75","sql_percentile_duration_90","sql_percentile_duration_95","sql_percentile_duration_99","sql_min_duration","sql_average_duration","sql_max_duration","sql_request_count"
"SandboxHost-637941798426930845","170.60804081778622","85.30402302372335",2,"23/07/2022, 13:40:57.017","23/07/2022, 15:42:23.432","02:01:26.4150000","875501400.1311475",,,"11.661868392561075","17.348057927048007","26.179978637063098","36.857866165558086","45.60937907954545","67.72117680000001","3.5911","20.896864211105022","1018.6711",1631124,"2.8308635939417224","5.994474530839652","13.306062005497877","22.419302787463828","28.90667258483465","45.38977777777778","0.7349","9.714510900329369","163.0785",1633737
