"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_available_bytes","average_ram_used_bytes","avg_io_bytes_sec","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","sql_percentile_duration_25","sql_percentile_duration_50","sql_percentile_duration_75","sql_percentile_duration_90","sql_percentile_duration_95","sql_percentile_duration_99","sql_min_duration","sql_average_duration","sql_max_duration","sql_request_count"
wn0sdwk00009R,"1.383547045238493","0.6917859924717672","2.0000004732229186","21/07/2022, 12:26:01.476","21/07/2022, 14:26:27.075","02:00:25.5990000","6560625824.793388","109764709.55371901","340981.89732455526","4.047014068476537","4.425973913491595","4.776844483027881","5.189171528898452","5.530255110912698","11.4698","0.2676","4.589509964979305","64.8091",17806,"0.8889857788648874","1.02623039446186","1.1525591673559414","1.3207592701525055","1.486931038961039","8.6411","0.4941","1.245746833013434","81.8958",17680
