"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_used_bytes","average_ram_available_bytes","avg_io_bytes_sec","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","sql_percentile_duration_25","sql_percentile_duration_50","sql_percentile_duration_75","sql_percentile_duration_90","sql_percentile_duration_95","sql_percentile_duration_99","sql_min_duration","sql_average_duration","sql_max_duration","sql_request_count"
"load-2-vm","1.1406529625034565","0.570326479490617",2,"23/07/2022, 16:22:39.482","23/07/2022, 18:24:03.577","02:01:24.0950000","381033074.24793386",,,"2.9027673988150533","3.0632621673938107","3.2348522780953237","3.4222956040372727","3.580266953703704","4.740833333333334","0.0232","3.1123679833285864","98.6217",18253,"0.9396431803005107","1.03959138064958","1.1488463140565504","1.2578263733826895","1.3375817042606517","1.67575","0.6674","1.0673764790213163","13.0393",18066
