"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_used_bytes","average_ram_available_bytes","avg_io_bytes_sec","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","sql_percentile_duration_25","sql_percentile_duration_50","sql_percentile_duration_75","sql_percentile_duration_90","sql_percentile_duration_95","sql_percentile_duration_99","sql_min_duration","sql_average_duration","sql_max_duration","sql_request_count"
"SandboxHost-637941791856109278","4.088316100590744","2.0441593845310466",2,"23/07/2022, 13:22:00.919","23/07/2022, 15:22:25.078","02:00:24.1590000","752961449.9495798",,,"8.556926759453633","11.198586944217272","13.740933254743831","16.630737889759665","18.698289274348202","23.66912222222222","0.2546","11.6977768548309","155.6687",17746,"2.8049205415309455","3.173606215352804","3.9959389044429288","5.6906638173400665","6.859375305752841","9.516433333333334","1.9425","3.717106787066715","48.6857",17754
