test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,get_products,178980,178125,855,24.7,15.67,28.47,977.83,26.34,30.51,42.98,61.12,11.13,18.679,18.68,18.679,3249.1654
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,limiter,178115,178115,0,24.7,0,371.93,917.91,334.59,569.34,705.54,754.69,206.89,0,0,0,0
