"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_available_bytes","average_ram_used_bytes","avg_io_bytes_sec","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","sql_percentile_duration_25","sql_percentile_duration_50","sql_percentile_duration_75","sql_percentile_duration_90","sql_percentile_duration_95","sql_percentile_duration_99","sql_min_duration","sql_average_duration","sql_max_duration","sql_request_count"
wn0sdwk0001N5,"9.03457506381587","4.517295986320185",2,"20/07/2022, 13:30:01.552","20/07/2022, 15:30:27.153","02:00:25.6010000","6544093900.8","115663803.73333333","3561558.783333333","4.821240988464693","5.9270485012508285","7.663908028720342","9.837808996190125","11.976036980711598","23.55735","0.3842","8.968203147111664","2097.2674",182949,"1.8286970086717333","2.829847109180741","4.580872268518267","6.559152176011819","7.97165021826361","17.208455555555556","1.156","3.6848908420602777","185.3519",179433
