"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_used_bytes","average_ram_available_bytes","avg_io_bytes_sec","full_percentile_duration_25","full_percentile_duration_50","full_percentile_duration_75","full_percentile_duration_90","full_percentile_duration_95","full_percentile_duration_99","full_min_duration","full_average_duration","full_max_duration","full_request_count","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","table_percentile_duration_25","table_percentile_duration_50","table_percentile_duration_75","table_percentile_duration_90","table_percentile_duration_95","table_percentile_duration_99","table_min_duration","table_average_duration","table_max_duration","table_request_count"
"A87A0A3E-637986743559992687","0.7610708898697172","0.3805354586806299",2,"13/09/2022, 14:18:57.326","13/09/2022, 15:18:09.399","00:59:12.0730000","691200682.6666666",,,"23.5178","26.4882","38.8237","65.7163","74.1927","481.4695","19.9368","41.842774137931045","481.4695",58,,,,,,,,,,,"9.0888","9.6754","10.6247","47.4881","57.4982","60.9457","8.4083","16.87398793103448","60.9457",58
