test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,get_products,18037,17976,61,2.5,17.46,33.07,959.38,27.98,32.14,53.6,119.74,29.81,18.679,18.68,18.679,327.8989
nbomber_default_test_suite_name,nbomber_default_test_name,scenario,02:00:00,limiter,17966,17966,0,2.5,5.27,3970.03,4003.39,3977.22,3981.31,3989.5,3993.6,80.78,0,0,0,0
