"cloud_RoleInstance","average_processor_time","average_processor_time_normalized","cpu_count","instance_begin [UTC]","instance_end [UTC]","instance_duration","average_ram_used_bytes","average_ram_available_bytes","avg_io_bytes_sec","full_percentile_duration_25","full_percentile_duration_50","full_percentile_duration_75","full_percentile_duration_90","full_percentile_duration_95","full_percentile_duration_99","full_min_duration","full_average_duration","full_max_duration","full_request_count","request_percentile_duration_25","request_percentile_duration_50","request_percentile_duration_75","request_percentile_duration_90","request_percentile_duration_95","request_percentile_duration_99","request_min_duration","request_average_duration","request_max_duration","incoming_request_count","table_percentile_duration_25","table_percentile_duration_50","table_percentile_duration_75","table_percentile_duration_90","table_percentile_duration_95","table_percentile_duration_99","table_min_duration","table_average_duration","table_max_duration","table_request_count"
"A87A0A3E-637952827850080339","17.13788733880177","8.569203621672319",2,"05/08/2022, 08:03:03.968","05/08/2022, 08:35:10.172","00:32:06.2040000","715832475.1515151",,,"128.56972249968337","157.54526383672388","198.7788449646482","261.6645473172285","995.202017149753","11028.291480952383","51.8735","543.8597029028173","39763.1905",28524,"126.64949879573582","162.6879542004905","205.64267967275404","252.4760767926033","296.4814347248494","2154.9316171428572","26.3074","226.43204701040344","22190.9068",28549,"15.954669466073824","29.43632534324943","58.539016734538386","829.8045120947195","1002.9898555555556","5517.9146","7.1111","283.1624513301195","6718.4151",28217
"A87A0A3E-637952804626869250","13.340669349616464","6.670339296590752",2,"05/08/2022, 08:03:14.629","05/08/2022, 08:35:20.748","00:32:06.1190000","691781756.1212121",,,"106.94964923255327","130.37350555836585","168.72363597400332","237.372529228901","307.1296191282309","7489.949917968751","48.4826","365.8133758467662","37184.4309",30646,"101.57573530864869","133.05187207446846","172.16651443507996","208.92644032117454","234.16317757278313","1000.7603953809523","21.076","184.7883766378597","23055.5606",30665,"12.513152852985831","19.978215612738843","34.65535736842105","751.1874110054548","932.6741932539683","2881.5997500000003","6.1198","208.4804532249878","6581.8258",30918
"A87A0A3E-637952840077955999","15.022332968768392","7.511165940164525",2,"05/08/2022, 08:55:12.148","05/08/2022, 09:21:17.317","00:26:05.1690000","707672898.3703704",,,"120.44011302988055","146.07668064991114","173.76806209256176","205.1076094914208","228.56849506513484","285.6309666666667","48.8985","166.50075474871295","13428.7806",25270,"126.46393763737545","159.92518194349245","197.33016004049594","230.92355550174216","249.6387092884782","299.8775496875","31.8541","176.41460451127864","13342.8776",25270,"14.895035555483275","23.15050472616073","36.23477365118776","53.881718064102564","67.70057131696429","113.9875","6.6745","31.728521591541373","820.9031",25023
"A87A0A3E-637952823648706540","13.159308559769656","6.579654058744977",2,"05/08/2022, 08:56:01.781","05/08/2022, 09:21:06.824","00:25:05.0430000","699267754.6666666",,,"105.36579618370142","126.88953843023333","151.63760621061024","179.39549193950256","202.68119752208577","263.4404890899885","49.154","156.3872129038619","19589.1843",25287,"105.79525106394229","138.8419656726282","174.91776603500875","208.63541148004543","233.37295871184162","275.05674111111114","22.8026","161.00964497963366","19507.3767",25287,"12.931884796187273","19.513883165121616","29.903683987621264","44.97083488702818","57.6197722670698","92.5214","6.3803","26.957233274304905","810.2214",25895
"A87A0A3E-637952823332634766","18.75377874181026","9.376883047768331",2,"05/08/2022, 08:55:22.825","05/08/2022, 09:31:29.933","00:36:07.1080000","714952482.5945946",,,"122.44979806896121","151.99966831639185","202.8456471055777","4626.67977730708","7408.431045270227","9341.75033987013","49.4373","1040.381949820146","15985.3843",41979,"119.9780238679362","153.49093146240224","194.33387798694372","230.90768997342735","254.85578919731137","360.3723414871795","24.3689","176.48467588137194","16013.3893",41980,"16.161959327305905","24.856732268323604","38.38658577116416","55.37577163840456","69.3325529230442","127.8993","7.3832","36.004172605149506","5743.6518",42180
"A87A0A3E-637952843420881707","16.09667193084556","8.048391770781203",2,"05/08/2022, 08:54:51.708","05/08/2022, 09:21:56.891","00:27:05.1830000",710719488,,,"115.63488725703822","140.7748987734761","170.04822595792217","203.46172060657258","227.07043871794872","300.1791912698412","49.0524","168.91892743074882","17980.4426",25198,"121.37741972780613","154.4975171517561","193.0079186625509","230.18222089744935","251.97987372541138","309.40413185185184","29.4646","176.94212792681893","18037.4629",25198,"14.78147766105007","23.588169418281794","37.32805635883256","56.5125236346125","71.57007384353743","119.505","7.2873","32.18432827634094","783.5551",25661
"A87A0A3E-637952861072745791","15.94529737188604","7.972688078154109",2,"05/08/2022, 08:55:33.326","05/08/2022, 09:21:38.382","00:26:05.0560000","844840808.2962962",,,"116.67256800399795","142.63432091618398","173.33721145507283","204.24953783852962","227.33698197718087","294.8666485986395","50.2585","159.36876160521533","8879.1861",24084,"123.03916901183146","158.80610207756067","198.23933493419062","234.4461004536096","260.09047879604867","325.13696929012343","32.9518","174.61535288158154","8916.2321",24084,"15.383107831092696","23.11901430403725","36.08849350260986","53.59927669994212","70.298495","119.9377","7.1951","32.323163524195124","881.1833",24125
"A87A0A3E-637952823018793242","13.457258245695092","6.72864049137785",2,"05/08/2022, 08:54:20.638","05/08/2022, 09:21:25.680","00:27:05.0420000","711114898.2857143",,,"103.00593877393503","124.9420952690004","155.21709016351093","250.73283399740842","586.1755671833818","3828.016339285714","49.8278","268.80602398932393","17690.9014",29980,"102.11867124371503","132.94396633389746","169.09640827175804","203.76638038208102","228.01708141533808","280.60105714285714","27.0071","151.24629585390255","16359.8519",29980,"10.444845704813456","15.630754031714499","24.864635743050318","39.20303900833199","52.24019988095238","85.9239","6.3701","21.582617693251528","440.4193",30530
"A87A0A3E-637952823018793238","12.632992544540643","6.316497052495494",2,"05/08/2022, 08:55:43.187","05/08/2022, 09:21:48.258","00:26:05.0710000","702278466.3703704",,,"101.79039429332839","122.01137714727048","145.5255030883317","175.36722761736786","198.30605355881784","263.6362954081633","46.9719","147.326055431034","15854.9581",24360,"104.13573549826046","137.6871443356506","173.2885225716136","208.31701771883436","230.49982185192817","271.05242000000004","25.1688","156.64195404761804","16049.8063",24360,"13.148307634669152","19.466102621675443","29.786143296703294","44.10152931117088","57.2551253968254","113.0369","6.9358","26.363954449950384","499.9063",24472
"A87A0A3E-637952828974787544","12.513960479558753","6.256995220857459",2,"05/08/2022, 09:10:49.582","05/08/2022, 09:35:54.625","00:25:05.0430000","723145019.0769231",,,"100.40127739427874","122.88112510863877","160.79801238260166","2379.299339683467","7097.312479055875","9334.752020408163","46.5096","820.3300895591263","20117.9432",23839,"95.44024112051603","127.06215391947536","168.09573212284027","204.34122076212563","234.4286127087163","891.55625","20.4984","163.9681765687916","16108.862",23840,"10.425227530756427","16.29905323863998","27.75632765262133","50.74019504632129","120.29529052837043","957.9622","6.232","71.35173220597588","5722.4249",23385
"A87A0A3E-637952872568794523","12.083071928539306","6.04154693003946",2,"05/08/2022, 09:11:10.208","05/08/2022, 09:36:15.242","00:25:05.0340000","816536339.6923077",,,"102.9243066827946","126.74461292156204","161.92214310772337","261.2686726531169","2408.5574682733877","6410.754575000001","48.439","404.4163178762387","10839.4869",22818,"101.84497504596112","134.90183176445214","175.1568962381795","214.73382741259465","242.20862062896896","916.2250475000001","24.8396","157.6917355903233","6271.6085",22818,"11.217429042467273","17.570036958433008","29.563990602668245","54.78507129759584","688.563046939394","975.4258","6.6095","83.01647832601725","6190.2741",22997
"A87A0A3E-637952867384976835","13.895259782080808","6.947637543039179",2,"05/08/2022, 09:11:00.041","05/08/2022, 09:39:05.132","00:28:05.0910000","721555314.7586207",,,"102.69913903777017","124.22844924364517","156.89935718886377","220.86094894249797","319.6275187666978","4521.655112139078","45.874","284.07618397150844","28379.5966",30608,"98.72734265369708","128.4489520619339","167.72762874879922","203.73542150921364","228.45753012582819","791.3199211919192","20.75","157.77101736800947","16492.3819",30608,"10.803813374911828","16.645023231695557","27.02814167511035","45.66945147028897","79.83362104229947","962.386975","6.164","71.11316126043829","6842.8952",30817
"A87A0A3E-637952760218272535","19.24590057250388","9.622972621436656",2,"05/08/2022, 09:11:20.644","05/08/2022, 09:38:25.774","00:27:05.1300000","711513819.4285715",,,"125.68759684638479","154.7900448736981","189.46219696190866","228.66372896741063","257.00528770379555","325.237353125","49.2002","185.50349321822122","20260.4808",26409,"132.53128298851405","170.76180652754024","213.32016823293787","249.24612326761763","273.3114058523399","332.74998606770833","29.458","189.37696736339885","16919.9788",26409,"15.413998898898898","24.159370223719776","40.31903684112554","62.79458508991009","82.71175091666666","133.20765","7.1172","34.07214480239123","915.886",27158
"A87A0A3E-637952864561106697","21.561742421082332","10.780881768772536",2,"05/08/2022, 09:11:31.276","05/08/2022, 09:38:36.590","00:27:05.3140000",805036032,,,"146.02666606300255","180.42634380955957","222.6964046247072","272.1894719739649","305.93417981146973","384.06913862433856","49.9477","215.41642338086893","21424.7901",25384,"159.8702252527857","202.23405833367573","248.08495909587245","291.3070357662545","322.25618195546735","387.66040333333336","38.5762","227.16019074613925","21334.9479",25384,"18.62875167999315","33.34825298267443","55.371973632729976","83.82861680956196","109.93605842781557","181.948275","7.0647","48.047444854479686","1284.1326",25433
"A87A0A3E-637952868266548883","13.574346710951401","6.7871730361750435",2,"05/08/2022, 09:11:41.435","05/08/2022, 09:37:46.486","00:26:05.0510000","799117750.8571428",,,"101.84734575860601","123.69286181014512","151.18392682490867","191.565306839664","217.8629247303215","279.2927380517006","48.6945","149.6221388535266","16093.3072",27650,"99.58883896706476","130.19027498128423","169.40848373623157","203.6030515859654","225.92381233718172","283.71923875000005","22.3258","150.39158593490015","16121.5363",27650,"11.990486529491502","18.043850809247083","27.327336639784942","40.715876268382345","53.3261375","96.8185","6.2627","24.203967193277347","552.116",27955
"A87A0A3E-637952834053655039","19.082921131219646","9.541444418660651",2,"05/08/2022, 09:11:51.932","05/08/2022, 09:38:57.219","00:27:05.2870000","723071561.1428572",,,"129.8147452642299","158.0354398356795","191.9396853009291","230.56317931259505","261.16854973801037","323.5904423193027","42.272","185.68342176129406","17310.161",25504,"138.1496134685133","175.62877248783997","217.0740492408542","253.7335436207565","281.83022171785103","345.1916444444444","33.6634","197.15057186323645","17220.7233",25504,"16.13837095381629","26.8550725660268","43.18160210418159","65.49658129563883","81.525128125","135.6040125","7.0077","37.061521057673836","946.711",25853
"A87A0A3E-637952870403191840","13.47250485786258","6.7362560820519475",2,"05/08/2022, 09:12:02.027","05/08/2022, 09:39:07.105","00:27:05.0780000","851669723.4285715",,,"105.16577410912977","127.46263133758197","158.01460886343375","195.64284922948502","221.56052427914815","278.31101845238095","50.2946","149.1537172597729","11215.0735",26808,"104.13392047152564","136.09296377968784","175.76372069830722","216.02709916986498","240.373784744847","301.9450898566299","25.6329","154.91232386228026","11186.8365",26808,"13.247304256879609","19.506412076457377","29.867659222983534","43.619196408756935","57.92805","114.97765","6.296","28.373246090534973","917.9076",27084
"A87A0A3E-637952871897266982","21.805948922897706","10.902974657485755",2,"05/08/2022, 09:12:13.212","05/08/2022, 09:43:19.312","00:31:06.1000000",829501184,,,"127.0164288998903","166.32264868956733","2452.5660370667774","12985.325277668046","16025.5434875143","17830.35517692308","52.2277","2902.3262919085764","18775.3886",38720,"120.86404162338405","160.438977402092","204.33302296837854","248.65866505282523","283.8961506762557","961.9606071200915","25.3761","186.2920579212389","6581.5888",38725,"15.832937326499353","24.266120065009318","38.07339501696432","59.45423588115317","77.12569","183.3057","7.3765","37.36850164366578","5836.1662",38574
"A87A0A3E-637952855874975240","14.108430202670283","7.0542346072675155",2,"05/08/2022, 09:27:53.419","05/08/2022, 09:53:58.463","00:26:05.0440000","708528658.962963",,,"104.72479381351235","128.13322306026777","178.74187022316667","11498.666821997469","15591.379002764514","17776.5509625","47.4891","2213.150454115278","27443.3092",28297,"98.88038746696331","133.10366237920468","172.3165763463796","209.17835340131245","242.7954939099754","1007.754834830729","21.0639","179.9467563856118","16168.9986",28298,"10.095612653321561","15.394180742219568","27.66964051850557","67.24566931224959","812.9379057295455","2408.3568","6.5104","118.95692701194332","6419.4606",27890
"A87A0A3E-637952854782483277","14.580044925709021","7.274096040067542",2,"05/08/2022, 09:28:03.701","05/08/2022, 09:54:08.787","00:26:05.0860000","706833218.3703704",,,"115.16243590704505","141.2764921304881","177.46041272533247","3463.598291086075","9142.777043129405","12522.513729831306","49.097","1069.2937478251147","34365.8228",26829,"113.03133767091066","146.5573027260616","186.54918132853822","222.00769522064397","252.97990385861112","1025.4829166666668","20.5415","195.80951320389093","18894.0116",26833,"10.700843006180127","19.49282571963572","37.32857672791251","432.46977179487175","865.4651197613234","2483.9044000000004","6.3803","146.58071350823326","6690.9559",26237
"A87A0A3E-637952872568794522","13.93260335375771","6.966315268132005",2,"05/08/2022, 09:28:14.028","05/08/2022, 09:53:19.107","00:25:05.0790000","682878345.8461539",,,"102.43537187258876","123.66797426182673","153.63393980944744","227.04543963965318","4713.26279428728","9028.704041805555","46.5765","599.4606314831912","34214.1518",25998,"100.99080007635474","133.15098661763096","174.47848963606344","208.06113103775698","234.65900994593235","995.0892328253968","21.9354","180.65545497307625","17725.7234",26000,"11.014368125427202","17.717415353059582","30.180956537955346","106.94794413043479","847.6003988674244","2397.2575","6.5067","135.24148757589182","6463.7674",25857
"A87A0A3E-637952829275040876","12.245944008593186","6.122981530806579",2,"05/08/2022, 09:28:24.198","05/08/2022, 09:53:29.379","00:25:05.1810000","724803111.3846154",,,"102.96291608010951","124.56372940772883","151.44154553664043","199.61514773132157","598.1918194930132","5599.978082700893","45.8048","346.10140948667504","30330.988",23981,"98.13726035334459","132.64222810439745","173.45188694718834","206.5664850474487","233.07655252293668","922.963419047619","18.8801","174.3960209481711","18620.7516",23983,"11.613914866560132","18.591132089521132","32.349569079420945","61.63322057186235","757.4804803571429","2355.0573249999998","6.6062","110.62248542524023","6422.1151",23982
"A87A0A3E-637952823648706541","12.834758680922025","6.4174225504585936",2,"05/08/2022, 09:28:34.597","05/08/2022, 09:53:39.671","00:25:05.0740000","710484440.6153846",,,"102.58777976426992","123.24874902933108","147.23380909520608","179.4733527463203","218.4098532357233","2373.9513285714283","47.2926","203.5995243349971","28060.8739",24060,"102.45288224135271","136.21062105169236","173.69508770154425","206.18276420063228","228.61339393539882","719.8288174351852","22.9122","168.3042796425591","18017.2293",24060,"11.667183500734861","17.856970638830244","28.969221960463734","47.45656871018796","83.2766","993.569","6.2386","78.20982232444611","6236.9734",23915
"A87A0A3E-637952876489930726","15.812368042635255","7.90639974790027",2,"05/08/2022, 09:28:44.936","05/08/2022, 09:53:50.021","00:25:05.0850000","793062951.3846154",,,"120.18743521729263","147.69742399044674","179.7978872988635","216.05534480479366","243.28675516087085","301.89957959183675","50.3965","191.6958633768839","26410.1652",21967,"128.75275081647337","165.1079517120175","204.274233555266","241.2254127188","264.1558913328701","320.2057958333333","27.4039","192.17936193381","21732.4727",21967,"15.64228898401643","24.749700881427525","39.50987141739028","60.7279316007653","76.66011428571429","138.9157","7.4344","35.50502462437395","721.5354",21786
"A87A0A3E-637952868625951169","15.959847038121033","7.979924745507553",2,"05/08/2022, 09:28:55.146","05/08/2022, 09:54:00.253","00:25:05.1070000","748235224.6153846",,,"119.13797164578035","145.95841157081088","176.6095374072957","210.13340162680518","232.66934172529955","296.6299203660714","48.1613","180.79761729396213","20389.3113",21707,"127.11838854452127","163.78432529323217","201.13368675290084","234.45731978259872","258.1692854177252","308.27573183673474","36.5019","186.11511717418304","18570.3298",21707,"15.985738753978112","24.774829540897745","39.50296210631733","59.968405107637466","76.39757604497355","134.0405","7.5578","34.373830424042744","781.9969",22018
"A87A0A3E-637952771926582170","18.21878342864273","9.10939628214913",2,"05/08/2022, 09:29:05.415","05/08/2022, 10:00:11.566","00:31:06.1510000",698704896,,,"125.6270374158406","158.3251587809495","1099.2158940873455","7630.312331440404","9308.202705567212","10629.62396060606","48.0268","1714.4405198670563","17215.6596",34600,"119.92109667483929","155.68928436114655","195.56186113723967","233.59427764846603","259.76992156486693","777.6625508838384","27.4756","181.5038714227909","17305.9556",34601,"15.64892597718823","24.456162495906437","38.39186751606922","57.27343981900453","71.52226875","147.3707","7.4986","35.81553925568083","2369.4665",34769
"A87A0A3E-637952831019705685","15.986377597668161","7.993212469088146",2,"05/08/2022, 09:29:15.498","05/08/2022, 09:53:19.564","00:24:04.0660000","724730183.68",,,"116.68444680160317","141.15984401290473","167.36574419729772","194.99657096555646","217.28266960397787","298.35798994708995","48.0023","170.98871154685165","18851.9915",22006,"121.74538665843167","155.19823418132086","192.14857321204323","222.9962364242123","242.15364448513895","282.806","31.1336","177.56586597746025","19022.7463",22006,"14.586540008894094","22.654077523809523","37.38790542243246","55.08366348145366","69.03345642857143","121.4758","6.7178","30.850047322834545","579.7705",22711
"A87A0A3E-637952842624435443","10.235607250501719","5.117821037944195",2,"05/08/2022, 08:20:53.511","05/08/2022, 08:53:59.605","00:33:06.0940000","744777968.9411764",,,"108.27214672850111","133.1442273748697","178.7096957805062","790.8634143583997","3417.304531235514","5364.706158988095","49.8131","479.9587340636324","30144.9211",26747,"108.1342078554768","142.80611863086807","178.75896373381545","212.7320668746455","233.2705598138138","289.7358","21.7494","154.55970902905057","7586.8908",26747,"11.287980450913093","17.516893318548767","28.73556542594859","44.42891175007653","56.553335551780805","100.8743","6.3579","24.500366613564037","651.5017",26858
"A87A0A3E-637952822166037124","11.143721152776845","5.571866862437085",2,"05/08/2022, 08:21:04.002","05/08/2022, 08:48:09.033","00:27:05.0310000","686609993.1428572",,,"101.28582800706599","122.64475285628035","147.9801563685738","188.05854844887187","247.9686737897376","401.0928614109348","48.8815","166.47277936591615","22897.0878",22773,"103.50420217863523","137.86198897037139","172.44950561215302","203.52689301296212","222.5036545714749","274.14723906250003","24.2644","158.0721036490569","17992.6239",22773,"11.05596528690821","16.41058345512735","25.17687600180826","37.75841240555046","48.18751779431217","85.83567500000001","6.231","22.016319639097752","394.4622",22306
"A87A0A3E-637952837968320387","14.332731542006398","7.150642976497648",2,"05/08/2022, 08:21:14.407","05/08/2022, 08:48:19.594","00:27:05.1870000","769559844.5714285",,,"122.31388042984422","150.2357044671262","185.61875868667698","227.57339871412296","264.98709645125206","382.76387095238096","51.0578","181.46387755957986","14380.6661",20980,"130.59484495102896","166.9180203661023","206.96099443463632","248.52271435555588","274.19651039915965","343.14235085714284","32.1937","187.76564156339438","12990.8799",20980,"15.379486922177978","25.19001041554878","41.2745878135306","61.89311984126984","79.88954375","149.1128","7.273","34.457681927092295","553.0103",20332
"A87A0A3E-637952644567533827","14.018083749079775","7.0090699656396565",2,"05/08/2022, 08:21:24.538","05/08/2022, 08:48:29.610","00:27:05.0720000","681145782.8571428",,,"115.99614813996631","142.44395256115735","172.8034013512022","211.67153483709276","243.39135448429215","306.0933401666667","51.4368","174.42993586142342","16028.0156",20292,"124.8923917274608","160.392460206702","199.230489729887","238.58256121700185","265.56895037409106","318.8974324344023","29.5795","184.1414178888229","16076.8126",20292,"15.298155631379366","23.921191289361033","37.47383605974232","55.20823613896763","72.47747178130511","136.7605","7.2713","33.08213063380273","684.3416",20453
"A87A0A3E-637952823332634769","11.398476677751074","5.699243578381589",2,"05/08/2022, 08:21:34.519","05/08/2022, 08:46:39.554","00:25:05.0350000","722607217.7777778",,,"102.43411613535885","123.08156686248974","146.13344509630548","174.72033978569985","198.6191857035024","256.4192645833333","47.7927","153.71841355940168","17467.2633",21498,"105.95277110253336","140.3546297322326","172.75424344936613","202.61971567168325","222.7920800150249","270.70636249999995","28.3336","161.21907964461963","17492.419",21498,"13.694000696066253","20.469284505150746","30.888892848475244","46.09174165289256","57.118748703703716","97.97775","6.3904","26.954205829596518","642.6802",20657
"A87A0A3E-637952836855129453","16.79220314430273","8.396110987350928",2,"05/08/2022, 08:21:44.966","05/08/2022, 08:51:51.116","00:30:06.1500000","786357214.967742",,,"107.17205967329636","133.13582549057068","177.88712922675688","276.4666956873119","318.3230488222907","379.57895462344817","46.7115","171.8228016019354","16702.323",32648,"105.41763162098655","138.84360380244323","175.18544837482395","206.7479571642144","227.46720498305837","275.145708987013","27.0726","154.6722715541531","16656.5282",32648,"12.845061555929126","19.038677582894735","29.562185719427717","44.50065085116638","56.47994285714285","93.99595","6.263","26.184822806441048","666.2838",32983
"A87A0A3E-637952827549959476","12.860163070939143","6.429805388680175",2,"05/08/2022, 08:21:55.052","05/08/2022, 08:52:01.224","00:30:06.1720000","709310265.8064516",,,"103.65193586185595","127.67626354011571","171.96637842817563","280.7112362196986","319.84366350732995","375.9921362219598","47.2481","170.6231565578869","18837.7356",32114,"100.2263143084667","132.64198804911908","169.71169167242624","201.3175223493949","220.95539774797854","264.73416292499996","26.216","150.21214512984974","18761.0788",32114,"12.275554452955259","18.073089535200264","27.362727884088912","39.685755707947514","50.85110758928571","89.19399999999999","6.4402","24.423459642218223","712.2579",31926
